"","Tokyo","Delhi","Shanghai","Sao Paulo","Mexico City","Cairo","Mumbai","Beijing","Dhaka","Osaka","New York City","Karachi","Buenos Aires","Chongqing","Istanbul","Kolkata","Manila","Lagos","Rio de Janeiro","Tianjin","Kinshasa","Guangzhou","Los Angeles","Moscow","Shenzhen","Lahore","Bangalore","Paris","Bogota","Jakarta","Chennai","Lima","Bangkok","Seoul","Nagoya","Hyderabad","London","Tehran","Chicago","Chengdu","Nanjing","Wuhan","Ho Chi Minh City","Luanda","Ahmedabad","Kuala Lumpur","Xi'an","Hong Kong","Dongguan","Hangzhou","Foshan","Shenyang","Riyadh","Baghdad","Santiago","Surat","Madrid","Suzhou","Pune","Harbin","Houston","Dallas","Toronto","Dar es Salaam","Miami","Belo Horizonte","Singapore","Philadelphia","Atlanta","Fukuoka","Khartoum","Barcelona","Johannesburg","Saint Petersburg","Qingdao","Dalian","Washington D.C.","Yangon","Alexandria","Jinan","Guadalajara"
"Bangalore",6672.879315,1360.410167,4917.649215,13851.69037,16409.92327,5120.467436,846.746451,4827.667003,1799.296011,6275.889775,13386.32602,1719.240952,14999.76027,3504.658202,5642.273743,1564.966526,4686.99811,8151.128968,13737.42668,4845.798068,7146.492029,3929.549237,14538.4047,5857.736841,3983.840924,2084.958658,0,7857.704446,16342.79665,3852.269378,281.804554,17277.91623,2496.103146,5589.24784,6411.098112,504.172389,8040.270288,3637.200671,13748.11176,3348.919616,4694.027721,4239.92103,3174.18944,7513.747472,1234.573547,2864.234873,3943.570997,4002.392796,3975.205452,4767.661096,3910.22239,5450.770587,3493.236735,4051.325446,16086.39657,1043.612745,8353.917849,4839.449929,737.446444,5854.426626,15214.67585,14911.8414,13316.35164,4770.227594,15097.97177,13774.43231,3161.145874,13505.3052,14495.26517,5791.244495,4863.859727,7858.679887,6898.429285,6478.312205,4975.192497,5187.356088,13689.19377,2039.807356,5267.418353,4717.266502,16281.63807
"Paris",9738.200841,7194.209925,9283.428701,7328.541987,9215.167978,3213.290327,7016.577844,8237.293945,7925.255329,9657.590138,5851.007147,6145.060457,11028.49454,8540.332469,2259.890911,7871.243734,10758.52084,4701.459632,9162.095808,8350.556711,6025.036291,9519.479036,9106.259664,2494.594109,9609.019477,6178.252757,7857.704446,0,8631.075144,11572.31232,8042.93784,10243.69283,9454.977348,8993.273231,9674.490084,7553.237777,342.102728,4221.097982,6669.379022,8291.664598,9060.765545,8935.984159,10142.60482,6479.84661,6686.272918,10429.42271,8297.63191,9646.601952,9555.689372,9298.621694,9516.762283,8429.373464,4687.999862,3867.859052,11622.79192,6846.992483,1049.923194,9230.926679,7131.602888,8218.004101,8099.26163,7953.486052,6016.467221,7139.047395,7369.24251,8890.930345,10734.06317,5978.528176,7052.666463,9529.646641,4602.929213,829.035327,8690.968483,2170.451159,8787.824042,8598.441654,6177.497508,8893.724313,3035.325807,8555.296584,9387.965447
"Bogota",14325.79863,15818.58894,15709.7209,3027.894821,3173.077519,11222.8462,15554.33882,14956.84882,16454.23293,14671.62312,3995.653691,14711.34279,4640.068447,16221.71999,10762.59032,16450.40515,17318.24599,8579.468454,4508.469993,15028.42934,9989.276315,16836.12198,5602.71564,10915.44262,16877.78859,14798.65297,16342.79665,8631.075144,0,19821.50204,16578.11675,1870.246125,17880.00801,14856.72441,14547.1543,16137.72021,8502.25238,12804.47873,4343.531197,16096.83817,15727.90809,16014.00628,18303.44468,9801.967876,15280.57401,19031.86829,15692.90954,16899.01915,16831.33434,15861.91781,16850.84681,14569.2459,12854.92749,12318.20514,4225.696972,15419.50505,8025.240655,15738.497,15673.18227,14063.48398,3574.443839,3907.415371,4356.387967,12656.07544,2430.83717,4268.621152,19307.09202,3920.305412,3401.205575,15062.30259,11650.50039,8525.977245,11444.00442,10361.76118,15257.43281,14925.33915,3810.572304,17408.75888,11075.38138,15295.38638,3630.747411
"Jakarta",5770.20913,4384.762892,4418.872057,17059.52509,16861.71073,8971.014774,4644.570532,5191.958849,3745.42505,5430.343588,16171.58604,5489.389468,15241.83943,3945.669649,9439.040536,3751.262319,2775.524996,11565.90472,15462.31542,5118.268562,10128.48433,3307.981651,14456.53963,9286.478472,3263.378702,5404.663392,3852.269378,11572.31232,19821.50204,0,3619.314404,17956.28215,2310.071668,5267.747511,5552.971207,4062.932877,11701.12276,7397.56853,15793.15401,4076.31872,4408.81136,4133.197019,1862.550062,10300.96467,4920.992939,1168.166245,4469.325219,3240.995172,3310.998824,4268.918551,3293.789866,5567.57427,7337.295909,7881.277702,15621.40641,4781.046166,12175.78179,4392.458934,4525.773882,6071.962928,16515.2519,16187.4034,15800.05517,7459.464801,17706.85212,15714.48105,886.80688,16244.22599,16733.00808,5048.278574,8522.179491,11675.25789,8600.646162,9838.883736,4879.746501,5212.10601,16349.33668,2788.631454,9119.409737,4849.892622,16401.28241
"Chennai",6435.241426,1301.029548,4675.090896,14129.69889,16419.41855,5363.240871,1032.128323,4627.432156,1598.666236,6036.527559,13492.84336,1898.490888,15229.43665,3275.863406,5845.39961,1371.159068,4406.69964,8431.993792,14006.10632,4640.463733,7424.493562,3665.833962,14441.88218,5982.437811,3718.158218,2136.793223,281.804554,8042.93784,16578.11675,3619.314404,0,17559.65712,2214.809537,5364.867876,6172.650698,526.502213,8215.057367,3823.437097,13799.55295,3132.214483,4456.956564,4002.158301,2892.812396,7787.840455,1369.587333,2604.782456,3732.519966,3735.867946,3711.0112,4522.71241,3646.316774,5247.412215,3743.97649,4266.77673,16301.39644,1197.24823,8568.803745,4597.809605,914.681692,5663.487624,15243.07261,14929.3784,13396.43512,5029.959893,15221.64722,14048.03351,2904.881583,13609.49265,14576.62031,5550.601462,5140.912022,8071.212314,7123.499177,6596.099068,4752.209069,4974.3974,13789.45853,1765.787193,5507.010722,4501.462283,16256.0535
"Lima",15494.45096,17348.51504,17163.67375,3467.830987,4237.843243,12427.35648,16717.03013,16646.11539,18166.69896,15888.13213,5845.735859,16009.97765,3126.703731,18029.87659,12219.18114,18086.50672,18063.86609,9131.650381,3746.457591,16697.39244,10172.2461,18375.22853,6711.852995,12640.77596,18374.29076,16378.29034,17277.91623,10243.69283,1870.246125,17956.28215,17559.65712,0,19697.50893,16312.40656,15749.99292,17323.72398,10161.44214,14239.42009,6068.769847,17940.30506,17270.64629,17651.82248,19604.18133,9843.456293,16590.288,19012.06327,17474.11103,18377.66398,18348.69528,17330.93108,18394.89926,16160.19837,13965.59424,13653.71795,2456.332732,16665.55919,9503.925677,17217.17981,16827.3563,15655.48069,5028.897715,5382.419394,6171.29509,12682.75073,4197.012743,3638.33685,18818.77352,5763.583645,5130.10387,16353.23891,12441.50962,10004.22545,10886.41874,12124.00938,16827.68431,16510.84808,5640.606788,19120.13156,12306.87501,16943.40342,4625.610987
"Bangkok",4588.567598,2353.877747,2868.856568,16260.75696,15741.96347,7284.031879,3016.995678,3273.062717,1531.065698,4189.035981,13938.00865,3704.701802,16903.6582,1839.986624,7479.697015,1612.335414,2195.565007,10624.5968,16126.20631,3232.812397,9629.495218,1679.771814,13298.29231,7063.193825,1699.974385,3319.845925,2496.103146,9454.977348,17880.00801,2310.071668,2214.809537,19697.50893,0,3698.364759,4328.341978,2415.527442,9539.113297,5461.726008,13772.35963,1890.0988,2730.155535,2317.58185,740.92566,9973.641674,3126.691007,1191.363413,2404.786831,1704.584934,1714.350552,2701.356618,1659.247623,3796.115218,5757.048221,6051.697335,17669.57116,3058.539648,10193.75239,2807.680807,2908.951568,4293.194557,14879.39102,14525.22397,13633.88826,7155.025183,15616.77021,16210.97793,1428.285934,14024.56836,14703.61478,3712.126941,7304.967602,9693.541421,9021.20772,7584.647743,3149.915079,3453.789445,14154.9135,580.404474,7402.543759,3001.758774,15377.33916
"Seoul",1157.318732,4532.366708,863.116804,15955.10953,12074.6811,8504.922819,5602.936608,957.947921,3798.707806,827.146225,11083.50751,5763.342845,19428.98203,2089.897341,7978.671374,4035.950381,2610.166323,12419.48859,18154.18872,876.08036,12213.04349,2068.267518,9605.420992,6627.181509,2081.314139,4817.047057,5589.24784,8993.273231,14856.72441,5267.747511,5364.867876,16312.40656,3698.364759,0,928.313038,5222.60088,8882.667766,6569.981696,10534.5029,2243.583929,968.668355,1402.976576,3598.312468,12700.58085,5400.033887,4600.712714,1668.982986,2092.842872,2047.224631,1026.058749,2087.201463,564.061483,7565.201883,7261.345387,18362.75045,5483.334663,10019.80764,907.520159,5552.210483,912.199258,11349.79816,11001.97127,10628.29013,10270.71131,12444.28445,17867.42021,4658.424561,11126.8724,11468.71741,536.93255,9358.536279,9628.225651,12487.20803,6827.752532,614.613204,498.020197,11190.36236,3794.172446,8530.626333,895.366513,11690.00733
"Nagoya",263.800258,5419.956525,1501.78503,16231.30885,11566.57954,9406.25014,6484.273096,1883.828094,4643.904388,139.471965,11034.3605,6680.443654,18620.3518,2913.615589,8826.86433,4880.786423,2779.805765,13319.61843,18649.33898,1804.34064,13139.68105,2648.584984,9073.053381,7394.232402,2632.5279,5742.070393,6411.098112,9674.490084,14547.1543,5552.971207,6172.650698,15749.99292,4328.341978,928.313038,0,6073.227285,9531.459678,7485.850303,10344.68024,3099.993687,1717.143543,2171.23003,4083.291888,13623.76564,6301.085468,5073.478185,2557.474062,2631.871201,2614.74665,1660.776613,2669.101306,1387.660272,8493.276625,8174.956911,17490.11973,6375.458274,10717.5996,1576.857952,6427.358467,1463.113528,10975.65324,10639.98816,10537.76048,11141.09742,12216.49645,18313.36589,5074.223374,11059.70539,11249.84931,625.641692,10286.51,10356.98955,13283.16784,7534.742537,1502.303533,1424.636218,11094.93028,4517.87608,9425.350611,1803.740671,11153.03695
"Hyderabad",6332.109309,861.40415,4597.038514,13856.69564,15921.74405,4968.075471,612.113277,4421.317344,1429.324222,5940.810336,12966.48017,1426.465982,15352.45088,3160.125715,5378.482529,1192.589096,4558.696658,8215.780716,13968.83757,4447.428164,7334.712257,3688.698703,14038.39939,5460.057002,3751.501981,1614.028363,504.172389,7553.237777,16137.72021,4062.932877,526.502213,17323.72398,2415.527442,5222.60088,6073.227285,0,7716.380503,3342.828097,13281.38249,2980.461942,4360.356068,3910.891025,3137.136925,7733.009898,866.964858,2994.609595,3559.763779,3773.930982,3736.073714,4454.574545,3670.400703,5046.931224,3379.771193,3822.380378,16462.73659,718.280261,8112.959741,4516.790335,497.947258,5431.317137,14734.71709,14426.32751,12871.38487,5071.271679,14696.76216,13976.43531,3301.278116,13083.03994,14051.58282,5461.348702,4890.260473,7612.782352,7282.074515,6071.914313,4608.327116,4800.528039,13262.95712,1889.858801,5103.717049,4337.700208,15781.94715
"London",9582.744673,7316.393817,9214.85779,7353.674303,8950.133695,3511.65409,7195.364231,8158.833516,8014.951192,9521.360527,5586.803747,6322.171227,11107.20378,8539.93527,2502.055418,7973.569868,10746.77468,5005.62765,9271.749782,8272.235723,6358.009752,9514.116058,8778.372959,2506.696267,9602.799037,6296.736073,8040.270288,342.102728,8502.25238,11701.12276,8215.057367,10161.44214,9539.113297,8882.667766,9531.459678,7716.380503,0,4405.850627,6374.135749,8297.13523,9000.793832,8899.703706,10211.36247,6807.709241,6850.595438,10547.42496,8269.393863,9640.303023,9548.528006,9238.881627,9512.500637,8318.82662,4946.819378,4095.73408,11648.3255,7017.817152,1261.818583,9165.797091,7308.707685,8083.720367,7818.816823,7663.022046,5730.75199,7473.829941,7142.007166,8990.551006,10849.1784,5714.242857,6787.522535,9417.091335,4929.837186,1136.9193,9031.144705,2104.385614,8707.794233,8504.197716,5912.939259,8986.350272,3334.36823,8486.47504,9108.782168
"Tehran",7680.982924,3109.740559,6391.064327,10905.52817,13170.6695,1983.962162,2795.529204,5614.568667,3969.362653,7395.721589,9879.359278,1924.946251,13778.27106,5150.748513,2044.425298,3852.586165,7243.450364,5864.570399,11888.96298,5705.434084,5813.921754,6066.043701,12208.74618,2463.2696,6153.537039,2170.741917,3637.200671,4221.097982,12804.47873,7397.56853,3823.437097,14239.42009,5461.726008,6569.981696,7485.850303,3342.828097,4405.850627,0,10461.1749,4883.98638,6120.3574,5799.079826,6195.72535,6350.595,2478.399608,6291.304075,5178.296614,6188.197994,6112.255746,6322.411343,6055.382764,6111.835699,1300.900669,695.292501,14779.41178,2630.166386,4784.943332,6313.962595,2910.810865,6215.163189,11969.76525,11739.82246,9911.40798,4874.024084,11521.37242,11748.26278,6599.822795,10004.14475,11053.61031,7034.632153,2917.168261,4282.713902,7275.877182,3090.854378,6083.65108,6073.17891,10198.08232,4881.410731,2052.003574,5778.683139,13226.19201
"Chicago",10156.12133,12543.07199,11376.71203,6259.937078,2721.620579,9882.447514,12963.72839,10623.98096,12739.8146,10455.31917,1153.306071,12165.87633,8978.954282,11961.1221,8834.992045,12853.26421,13098.43535,9623.644272,8493.388448,10691.24752,11404.70105,12493.97422,2807.967957,8024.27808,12534.36511,11668.34153,13748.11176,6669.379022,4343.531197,15793.15401,13799.55295,6068.769847,13772.35963,10534.5029,10344.68024,13281.38249,6374.135749,10461.1749,0,11884.10623,11385.04226,11676.16171,13996.84807,11563.52741,12536.79237,14928.24292,11407.96586,12555.48795,12488.25235,11525.0034,12509.07138,10226.22817,11274.18663,10347.68931,8518.594406,12738.99584,6745.736292,11401.44684,13050.56194,9721.29464,1509.989766,1295.957584,705.24048,13523.73047,1913.728061,8186.583874,15079.43458,1071.72758,944.140061,10793.26039,11187.97858,7100.313714,13972.51277,7390.531182,10914.31285,10582.09238,961.186219,13495.21419,9704.572083,10955.74677,2775.435622
"Chengdu",3356.300978,2331.524208,1663.690824,15598.66905,13941.40303,6865.131667,3387.116103,1521.33692,1555.133012,2970.288048,12103.52127,3666.048616,18330.76876,267.717223,6676.393811,1792.366544,2479.648831,10663.54226,16706.71661,1519.632132,10138.63288,1238.889533,11582.89867,5799.228037,1329.435933,2828.851612,3348.919616,8291.664598,16096.83817,4076.31872,3132.214483,17940.30506,1890.0988,2243.583929,3099.993687,2980.461942,8297.13523,4883.98638,11884.10623,0,1406.675984,983.744918,2219.99069,10588.98665,3230.72029,3053.280318,606.541034,1366.753758,1279.346155,1544.54863,1233.665795,2127.013344,5636.764685,5567.961118,19433.38314,3288.538413,9189.140826,1581.260046,3327.885993,2574.270843,13008.22449,12654.68121,11769.19049,8041.777342,13744.04499,16609.47842,3242.465756,12182.55046,12818.23091,2499.018804,7401.423139,8717.293444,10246.98356,6216.848648,1628.974926,1842.485906,12301.89741,1731.455105,6935.59206,1369.341135,13618.21396
"Nanjing",1978.89564,3738.142943,271.863865,16315.27417,13034.00248,8099.135313,4790.266498,901.097528,2931.666159,1582.542524,11846.30771,5058.248532,19629.98597,1201.063042,7745.432507,3167.875037,1944.648021,11970.85406,18007.40748,796.658782,11537.70672,1127.661763,10571.05765,6597.955808,1155.670298,4177.340308,4694.027721,9060.765545,15727.90809,4408.81136,4456.956564,17270.64629,2730.155535,968.668355,1717.143543,4360.356068,9000.793832,6120.3574,11385.04226,1406.675984,0,454.901098,2666.256657,11993.5868,4636.305099,3662.927241,948.254971,1173.810957,1114.038585,238.096115,1145.168159,1158.821727,6982.346076,6814.8072,19132.61638,4695.072716,10042.04181,193.645164,4727.793232,1664.653828,12275.42654,11924.8491,11422.15829,9431.251037,13298.64536,17835.94232,3742.422169,11900.82428,12326.74898,1100.993119,8764.37002,9607.311802,11574.90461,6899.771257,471.036002,803.445488,11981.35763,2837.006467,8149.858048,536.082063,12654.28772
"Wuhan",2433.348559,3306.847304,688.43545,16252.04947,13429.2101,7782.83471,4350.901544,1059.799841,2483.581706,2036.020139,12072.64862,4649.602919,19206.42917,757.864029,7499.981658,2719.042378,1891.541147,11621.29076,17672.81108,985.59381,11121.56449,829.269534,10981.49021,6450.744199,885.988915,3797.155605,4239.92103,8935.984159,16014.00628,4133.197019,4002.158301,17651.82248,2317.58185,1402.976576,2171.23003,3910.891025,8899.703706,5799.079826,11676.16171,983.744918,454.901098,0,2330.111648,11568.65715,4210.81858,3309.483473,651.362198,914.684957,833.302395,560.947624,841.939393,1491.74661,6606.96608,6490.209767,19452.41684,4262.337141,9889.543666,607.080289,4285.713282,1997.556915,12629.20524,12276.61623,11671.84978,8982.156887,13585.05848,17547.29045,3415.470966,12134.46712,12620.20237,1552.418954,8378.886459,9438.951217,11120.20249,6795.636004,832.362809,1141.485632,12226.41462,2391.559628,7842.832498,721.144881,13059.80697
"Ho Chi Minh City",4332.069111,3091.263243,2735.910927,16992.96313,15644.94565,8024.95111,3743.807068,3374.241584,2242.678952,3947.516074,14309.37956,4444.921612,16966.80698,2083.119601,8205.849888,2343.20947,1611.884423,11324.02803,16587.70053,3310.527552,10255.07696,1538.670756,13153.93265,7718.103017,1517.712486,4044.073897,3174.18944,10142.60482,18303.44468,1862.550062,2892.812396,19604.18133,740.92566,3598.312468,4083.291888,3137.136925,10211.36247,6195.72535,13996.84807,2219.99069,2666.256657,2330.111648,0,10570.29203,3865.987596,1003.159663,2611.212697,1505.469617,1554.62604,2572.283934,1521.088948,3810.027719,6493.461804,6790.958167,17477.65543,3793.686131,10908.50765,2691.876119,3633.535842,4318.392265,14941.44248,14591.08453,13949.42621,7715.405485,15897.01857,16725.03066,1085.676146,14383.44241,14940.72234,3499.278154,8017.850099,10410.00747,9429.589536,8216.294957,3127.231213,3454.175315,14493.24199,1318.720054,8143.346975,3050.856877,15236.15831
"Luanda",13857.47804,8262.376499,12252.65407,6778.393365,12680.95652,4716.5195,7234.563231,11761.10203,9120.833837,13508.09925,10411.57892,6947.265234,7784.984131,10812.85356,5749.828078,8894.308745,12162.13408,2012.613073,6236.222191,11830.12815,549.475975,11421.19094,14345.19451,7504.90025,11482.28297,7883.791924,7513.747472,6479.84661,9801.967876,10300.96467,7787.840455,9843.456293,9973.641674,12700.58085,13623.76564,7733.009898,6807.709241,6350.595,11563.52741,10588.98665,11993.5868,11568.65715,10570.29203,0,7358.349509,9902.331724,11083.82219,11503.51974,11468.3536,12128.4225,11402.72386,12334.1646,5192.868058,5715.857592,8910.340344,7308.841892,5724.808221,12170.23727,7310.045189,12519.37971,12290.8931,12411.89951,10892.71026,2880.084161,10780.50023,6260.692949,10104.58207,10501.66627,11259.40357,13065.63963,3435.721603,5676.622326,2469.327475,7771.482423,12125.47837,12212.50164,10644.5482,9553.282777,4777.492619,11821.08051,13120.78959
"Ahmedabad",6548.825334,912.136321,4894.325456,13138.17953,15228.9777,4167.963821,436.068063,4512.430439,1824.056164,6177.339717,12151.75951,584.027085,15126.90881,3456.625963,4518.048538,1626.926915,5164.659852,7606.646051,13535.34321,4560.870195,6913.513809,4158.409606,13584.09176,4624.35335,4232.719929,960.279236,1234.573547,6686.272918,15280.57401,4920.992939,1369.587333,16590.288,3126.691007,5400.033887,6301.085468,866.964858,6850.595438,2478.399608,12536.79237,3230.72029,4636.305099,4210.81858,3865.987596,7358.349509,0,3831.134163,3743.725078,4260.506161,4207.037019,4771.174262,4142.338769,5128.85395,2635.550539,2980.492874,16258.05125,204.556489,7255.948866,4811.920283,513.804055,5445.479351,14020.28172,13730.77195,12087.73454,4902.120449,13866.06834,13495.90812,4139.414218,12270.81072,13265.26987,5718.713276,4275.306162,6754.810143,7259.044265,5243.914625,4800.451429,4936.15963,12454.99344,2560.172829,4294.397696,4505.406321,15149.25261
"Kuala Lumpur",5318.52429,3235.2139,3738.693935,16605.0844,16640.02868,7957.670644,3597.085567,4335.537928,2577.635369,4939.012961,15129.28025,4410.29872,15968.69438,2967.135036,8335.63016,2584.801727,2467.247296,10895.15805,15686.95984,4279.194114,9644.027285,2536.994723,14146.46222,8120.068172,2519.491263,4252.450176,2864.234873,10429.42271,19031.86829,1168.166245,2604.782456,19012.06327,1191.363413,4600.712714,5073.478185,2994.609595,10547.42496,6291.304075,14928.24292,3053.280318,3662.927241,3309.483473,1003.159663,9902.331724,3831.134163,0,3521.531181,2508.053399,2554.975282,3574.662602,2518.877027,4797.947527,6347.543408,6810.600289,16560.70954,3708.679549,11076.03315,3693.771331,3478.684383,5305.518782,15936.51771,15584.7366,14818.57665,7022.498827,16797.08577,15864.73327,308.587944,15215.32581,15867.01635,4497.267162,7689.477678,10573.61617,8551.999685,8670.732648,4119.566525,4443.536607,15343.8586,1626.177588,8096.323994,4026.382533,16222.76366
"Xi'an",2806.864802,2865.731583,1220.097512,15622.60138,13372.24591,7159.728757,3934.743492,916.974488,2144.891892,2433.788941,11703.50303,4137.327996,18868.38728,565.204114,6851.23355,2380.850839,2488.83325,11023.35513,17067.04136,913.134231,10616.18898,1303.299113,10991.06603,5808.47308,1383.418959,3235.692793,3943.570997,8297.63191,15692.90954,4469.325219,3732.519966,17474.11103,2404.786831,1668.982986,2557.474062,3559.763779,8269.393863,5178.296614,11407.96586,606.541034,948.254971,651.362198,2611.212697,11083.82219,3743.725078,3521.531181,0,1419.009162,1326.835188,1144.153357,1307.904348,1520.689237,6036.706008,5871.906244,19908.87671,3819.428184,9243.613769,1140.57469,3883.253308,1970.424194,12474.62679,12120.46723,11338.33131,8601.827664,13293.82284,16917.4176,3678.621926,11774.91197,12348.85734,1981.819785,7821.527871,8790.497007,10837.74378,6167.237511,1059.684137,1243.857582,11882.34184,2314.802387,7214.541946,778.100961,13037.59544
"Hong Kong",2889.825099,3355.431204,1230.666471,16964.30068,14154.09763,8154.503656,4302.346119,1968.864364,2437.289274,2493.128855,12982.87439,4773.340787,18465.18504,1109.07362,8031.838662,2646.311843,1114.225199,11851.25259,17738.21001,1887.093074,11108.00748,127.892605,11670.97152,7152.131148,37.5852,4061.776928,4002.392796,9646.601952,16899.01915,3240.995172,3735.867946,18377.66398,1704.584934,2092.842872,2631.871201,3773.930982,9640.303023,6188.197994,12555.48795,1366.753758,1173.810957,914.684957,1505.469617,11503.51974,4260.506161,2508.053399,1419.009162,0,92.776623,1066.825793,134.32988,2330.863236,6821.800298,6859.107945,18685.79144,4265.062251,10554.38935,1186.763189,4216.188093,2837.898129,13439.27799,13090.08413,12574.50446,8762.843182,14468.48204,17745.92486,2572.185835,13042.81386,13498.04945,2024.665932,8531.164686,10083.78955,10718.66063,7547.342747,1642.800175,1974.386132,13131.09498,1982.398594,8236.870899,1615.332933,13757.1716
"Dongguan",2874.441733,3299.764198,1188.321843,16875.1067,14116.86032,8081.01962,4257.516457,1890.773912,2385.771228,2475.575162,12905.06871,4714.775405,18520.90151,1019.985374,7948.490164,2598.28132,1204.004775,11790.64659,17704.57429,1811.219015,11067.68687,48.652764,11637.52723,7061.155375,56.597872,3991.560292,3975.205452,9555.689372,16831.33434,3310.998824,3711.0112,18348.69528,1714.350552,2047.224631,2614.74665,3736.073714,9548.528006,6112.255746,12488.25235,1279.346155,1114.038585,833.302395,1554.62604,11468.3536,4207.037019,2554.975282,1326.835188,92.776623,0,1022.281769,65.691156,2267.247551,6758.605025,6784.969559,18777.80074,4215.607472,10465.31107,1139.711815,4173.080367,2775.12318,13387.09773,13037.12707,12500.13806,8740.303847,14400.49733,17699.49451,2628.392922,12966.01349,13431.36816,2001.960306,8474.340514,9995.46832,10717.39999,7455.14698,1580.131303,1910.557883,13055.95773,1965.736869,8161.942518,1540.604667,13723.89939
"Hangzhou",1924.57396,3866.117557,167.7548,16550.47262,13095.45837,8303.824328,4905.950508,1126.528224,3031.449491,1522.321229,12016.84437,5210.005695,19505.68566,1315.696558,7969.819042,3265.328006,1735.492469,12162.54784,18210.70795,1018.690323,11682.46573,1045.222308,10619.35688,6834.600681,1055.3748,4349.73405,4767.661096,9298.621694,15861.91781,4268.918551,4522.71241,17330.93108,2701.356618,1026.058749,1660.776613,4454.574545,9238.881627,6322.411343,11525.0034,1544.54863,238.096115,560.947624,2572.283934,12128.4225,4771.174262,3574.662602,1144.153357,1066.825793,1022.281769,0,1064.575891,1314.0272,7158.686338,7015.879695,18946.20328,4820.817692,10278.85738,123.556588,4838.700836,1809.22282,12373.9204,12025.37364,11582.9377,9523.759183,13438.30453,18055.71491,3635.281839,12068.17364,12464.08992,1035.135637,8934.559036,9842.972928,11623.08177,7137.852204,646.105385,968.911038,12143.53794,2858.149319,8357.848593,767.157396,12705.43077
"Foshan",2929.402152,3235.402191,1231.518117,16831.99378,14159.98784,8022.74826,4191.955672,1901.629302,2320.737529,2529.809781,12914.10269,4651.041566,18487.40504,977.449941,7897.511317,2532.901014,1246.283712,11727.50295,17638.94606,1824.972217,11002.00526,20.596547,11683.04865,7022.473097,98.316626,3931.610221,3910.22239,9516.762283,16850.84681,3293.789866,3646.316774,18394.89926,1659.247623,2087.201463,2669.101306,3670.400703,9512.500637,6055.382764,12509.07138,1233.665795,1145.168159,841.939393,1521.088948,11402.72386,4142.338769,2518.877027,1307.904348,134.32988,65.691156,1064.575891,0,2293.337148,6696.117875,6727.041877,18795.67995,4150.400359,10422.13942,1180.086401,4107.445722,2801.639562,13420.51626,13070.01203,12513.40595,8675.793233,14420.32829,17634.17187,2599.086954,12976.31055,13452.6098,2054.266662,8410.296775,9950.940659,10657.39151,7421.142669,1607.80665,1936.778819,13068.26033,1902.604593,8104.480892,1556.105038,13769.31684
"Shenyang",1569.388199,4299.353678,1183.999046,15430.50241,11945.91179,8020.51841,5371.499041,625.820639,3652.431137,1317.126456,10702.94526,5444.594517,19189.5202,2036.932745,7449.888393,3885.829636,3023.490634,11932.71471,17590.1585,607.850049,11829.94242,2276.948056,9516.930636,6070.404822,2311.21263,4468.753336,5450.770587,8429.373464,14569.2459,5567.57427,5247.412215,16160.19837,3796.115218,564.061483,1387.660272,5046.931224,8318.82662,6111.835699,10226.22817,2127.013344,1158.821727,1491.74661,3810.027719,12334.1646,5128.85395,4797.947527,1520.689237,2330.863236,2267.247551,1314.0272,2293.337148,0,7159.007861,6797.653454,18470.15356,5231.454126,9456.710337,1192.09108,5332.587171,508.425491,11139.06448,10786.90166,10270.02818,10029.34352,12139.82363,17305.68704,4891.817814,10754.16127,11168.04629,1100.325387,8947.17963,9067.463379,12327.09288,6264.378941,688.206797,356.690441,10830.28404,3800.641489,8038.099928,796.878191,11585.90025
"Riyadh",8710.250348,3492.68335,7253.242232,10504.50837,13896.81086,1640.492423,2767.76961,6610.378907,4420.500841,8389.378005,10533.51938,2072.220137,12858.04848,5891.844652,2448.922138,4244.358205,7782.087042,5036.105542,11070.2118,6689.151315,4675.435048,6710.235163,13312.97698,3527.614584,6790.922839,2809.832341,3493.236735,4687.999862,12854.92749,7337.295909,3743.97649,13965.59424,5757.048221,7565.201883,8493.276625,3379.771193,4946.819378,1300.900669,11274.18663,5636.764685,6982.346076,6606.96608,6493.461804,5192.868058,2635.550539,6347.543408,6036.706008,6821.800298,6758.605025,7158.686338,6696.117875,7159.007861,0,985.2578,13938.70831,2699.97422,4968.689016,7172.209742,2883.564567,7326.591421,12751.0958,12570.14368,10659.79914,3577.202011,12035.20568,10982.32944,6648.746088,10660.98065,11734.33848,7984.707957,1793.495935,4495.513195,5975.549962,4113.745915,7026.490733,7068.785238,10859.71865,5194.825146,1798.849158,6717.748493,14039.71067
